"type","grouping_label","grouping_id","parent_grouping_label","parent_grouping_id","gl_nature","amount_type","period_type","data_type"
"OD","                    Opening Balance",5300767,"GB",5300766,"Operational","Debit","Duration",NULL
"OD","                    Additions during the period",5300768,"GB",5300766,"Operational","Debit","Duration",NULL
"OD","                    Addition on acquisition of business",5300769,"GB",5300766,"Operational","Debit","Duration",NULL
"OD","                    Disposal during the period",5300770,"GB",5300766,"Operational","Debit","Duration",NULL
"OD","                    Adjustments",5300771,"GB",5300766,"Operational","Debit","Duration",NULL
"OD","                    Revaluation",5300772,"GB",5300766,"Operational","Debit","Duration",NULL
"OD","                    Transfers",5300773,"GB",5300766,"Operational","Debit","Duration",NULL
"OD","                    Forex Impact",5300774,"GB",5300766,"Operational","Debit","Duration",NULL
"OD","                    Impairment",5300775,"GB",5300766,"Operational","Debit","Duration",NULL
"OD","                    Movement Diff",5300776,"GB",5300766,"Operational","Debit","Duration",NULL
"OD","                AD",5300777,"Land",5300765,"Operational","Credit","Instant",NULL
"OD","                    Opening Balance",5300778,"AD",5300777,"Operational","Credit","Duration",NULL
"OD","                    Additions during the period",5300779,"AD",5300777,"Operational","Credit","Duration",NULL
"OD","                    Addition on acquisition of business",5300780,"AD",5300777,"Operational","Credit","Duration",NULL
"OD","                    Disposal during the period",5300781,"AD",5300777,"Operational","Credit","Duration",NULL
"OD","                    Adjustments",5300782,"AD",5300777,"Operational","Credit","Duration",NULL
"OD","                    Revaluation",5300783,"AD",5300777,"Operational","Credit","Duration",NULL
"OD","                    Transfers",5300784,"AD",5300777,"Operational","Credit","Duration",NULL
"OD","                    Forex Impact",5300785,"AD",5300777,"Operational","Credit","Duration",NULL
"OD","                    Impairment",5300786,"AD",5300777,"Operational","Credit","Duration",NULL
"OD","                    Movement Diff",5300787,"AD",5300777,"Operational","Credit","Duration",NULL
"OD","            Plant & Machinery",5300788,"PPE",5300764,"Operational","Debit","Instant",NULL
"OD","                GB",5300789,"Plant & Machinery",5300788,"Operational","Debit","Instant",NULL
"OD","                    Opening Balance",5300790,"GB",5300789,"Operational","Debit","Duration",NULL
"OD","                    Additions during the period",5300791,"GB",5300789,"Operational","Debit","Duration",NULL
"OD","                    Addition on acquisition of business",5300792,"GB",5300789,"Operational","Debit","Duration",NULL
"OD","                    Disposal during the period",5300793,"GB",5300789,"Operational","Debit","Duration",NULL
"OD","                    Adjustments",5300794,"GB",5300789,"Operational","Debit","Duration",NULL
"OD","                    Revaluation",5300795,"GB",5300789,"Operational","Debit","Duration",NULL
"OD","                    Transfers",5300796,"GB",5300789,"Operational","Debit","Duration",NULL
"OD","                    Forex Impact",5300797,"GB",5300789,"Operational","Debit","Duration",NULL
"OD","                    Impairment",5300798,"GB",5300789,"Operational","Debit","Duration",NULL
"OD","                    Movement Diff",5300799,"GB",5300789,"Operational","Debit","Duration",NULL
"OD","                AD",5300800,"Plant & Machinery",5300788,"Operational","Credit","Instant",NULL
"OD","                    Opening Balance",5300801,"AD",5300800,"Operational","Credit","Duration",NULL
"OD","                    Additions during the period",5300802,"AD",5300800,"Operational","Credit","Duration",NULL
"OD","                    Addition on acquisition of business",5300803,"AD",5300800,"Operational","Credit","Duration",NULL
"OD","                    Disposal during the period",5300804,"AD",5300800,"Operational","Credit","Duration",NULL
"OD","                    Adjustments",5300805,"AD",5300800,"Operational","Credit","Duration",NULL
"OD","                    Revaluation",5300806,"AD",5300800,"Operational","Credit","Duration",NULL
"OD","                    Transfers",5300807,"AD",5300800,"Operational","Credit","Duration",NULL
"OD","                    Forex Impact",5300808,"AD",5300800,"Operational","Credit","Duration",NULL
"OD","                    Impairment",5300809,"AD",5300800,"Operational","Credit","Duration",NULL
"OD","                    Movement Diff",5300810,"AD",5300800,"Operational","Credit","Duration",NULL
"OD","            Transmission Line",5300811,"PPE",5300764,"Operational","Debit","Instant",NULL
"OD","                GB",5300812,"Transmission Line",5300811,"Operational","Debit","Instant",NULL
"OD","                    Opening Balance",5300813,"GB",5300812,"Operational","Debit","Duration",NULL
"OD","                    Additions during the period",5300814,"GB",5300812,"Operational","Debit","Duration",NULL
"OD","                    Addition on acquisition of business",5300815,"GB",5300812,"Operational","Debit","Duration",NULL
"OD","                    Disposal during the period",5300816,"GB",5300812,"Operational","Debit","Duration",NULL
"OD","                    Adjustments",5300817,"GB",5300812,"Operational","Debit","Duration",NULL
"OD","                    Revaluation",5300818,"GB",5300812,"Operational","Debit","Duration",NULL
"OD","                    Transfers",5300819,"GB",5300812,"Operational","Debit","Duration",NULL
"OD","                    Forex Impact",5300820,"GB",5300812,"Operational","Debit","Duration",NULL
"OD","                    Impairment",5300821,"GB",5300812,"Operational","Debit","Duration",NULL
"OD","                    Movement Diff",5300822,"GB",5300812,"Operational","Debit","Duration",NULL
"OD","                AD",5300823,"Transmission Line",5300811,"Operational","Credit","Instant",NULL
"OD","                    Opening Balance",5300824,"AD",5300823,"Operational","Credit","Duration",NULL
"OD","                    Additions during the period",5300825,"AD",5300823,"Operational","Credit","Duration",NULL
"OD","                    Addition on acquisition of business",5300826,"AD",5300823,"Operational","Credit","Duration",NULL
"OD","                    Disposal during the period",5300827,"AD",5300823,"Operational","Credit","Duration",NULL
"OD","                    Adjustments",5300828,"AD",5300823,"Operational","Credit","Duration",NULL
"OD","                    Revaluation",5300829,"AD",5300823,"Operational","Credit","Duration",NULL
"OD","                    Transfers",5300830,"AD",5300823,"Operational","Credit","Duration",NULL
"OD","                    Forex Impact",5300831,"AD",5300823,"Operational","Credit","Duration",NULL
"OD","                    Impairment",5300832,"AD",5300823,"Operational","Credit","Duration",NULL
"OD","                    Movement Diff",5300833,"AD",5300823,"Operational","Credit","Duration",NULL
"OD","            Sub-station",5300834,"PPE",5300764,"Operational","Debit","Instant",NULL
"OD","                GB",5300835,"Sub-station",5300834,"Operational","Debit","Instant",NULL
"OD","                    Opening Balance",5300836,"GB",5300835,"Operational","Debit","Duration",NULL
"OD","                    Additions during the period",5300837,"GB",5300835,"Operational","Debit","Duration",NULL
"OD","                    Addition on acquisition of business",5300838,"GB",5300835,"Operational","Debit","Duration",NULL
"OD","                    Disposal during the period",5300839,"GB",5300835,"Operational","Debit","Duration",NULL
"OD","                    Adjustments",5300840,"GB",5300835,"Operational","Debit","Duration",NULL
"OD","                    Revaluation",5300841,"GB",5300835,"Operational","Debit","Duration",NULL
"OD","                    Transfers",5300842,"GB",5300835,"Operational","Debit","Duration",NULL
"OD","                    Forex Impact",5300843,"GB",5300835,"Operational","Debit","Duration",NULL
"OD","                    Impairment",5300844,"GB",5300835,"Operational","Debit","Duration",NULL
"OD","                    Movement Diff",5300845,"GB",5300835,"Operational","Debit","Duration",NULL
"OD","                AD",5300846,"Sub-station",5300834,"Operational","Credit","Instant",NULL
"OD","                    Opening Balance",5300847,"AD",5300846,"Operational","Credit","Duration",NULL
"OD","                    Additions during the period",5300848,"AD",5300846,"Operational","Credit","Duration",NULL
"OD","                    Addition on acquisition of business",5300849,"AD",5300846,"Operational","Credit","Duration",NULL
"OD","                    Disposal during the period",5300850,"AD",5300846,"Operational","Credit","Duration",NULL
"OD","                    Adjustments",5300851,"AD",5300846,"Operational","Credit","Duration",NULL
"OD","                    Revaluation",5300852,"AD",5300846,"Operational","Credit","Duration",NULL
"OD","                    Transfers",5300853,"AD",5300846,"Operational","Credit","Duration",NULL
"OD","                    Forex Impact",5300854,"AD",5300846,"Operational","Credit","Duration",NULL
"OD","                    Impairment",5300855,"AD",5300846,"Operational","Credit","Duration",NULL
"OD","                    Movement Diff",5300856,"AD",5300846,"Operational","Credit","Duration",NULL
"OD","            I.T. Equipments",5300857,"PPE",5300764,"Operational","Debit","Instant",NULL
"OD","                GB",5300858,"I.T. Equipments",5300857,"Operational","Debit","Instant",NULL
"OD","                    Opening Balance",5300859,"GB",5300858,"Operational","Debit","Duration",NULL
"OD","                    Additions during the period",5300860,"GB",5300858,"Operational","Debit","Duration",NULL
"OD","                    Addition on acquisition of business",5300861,"GB",5300858,"Operational","Debit","Duration",NULL
"OD","                    Disposal during the period",5300862,"GB",5300858,"Operational","Debit","Duration",NULL
"OD","                    Adjustments",5300863,"GB",5300858,"Operational","Debit","Duration",NULL
"OD","                    Revaluation",5300864,"GB",5300858,"Operational","Debit","Duration",NULL
"OD","                    Transfers",5300865,"GB",5300858,"Operational","Debit","Duration",NULL
"OD","                    Forex Impact",5300866,"GB",5300858,"Operational","Debit","Duration",NULL
"OD","                    Impairment",5300867,"GB",5300858,"Operational","Debit","Duration",NULL
"OD","                    Movement Diff",5300868,"GB",5300858,"Operational","Debit","Duration",NULL
"OD","                AD",5300869,"I.T. Equipments",5300857,"Operational","Credit","Instant",NULL
"OD","                    Opening Balance",5300870,"AD",5300869,"Operational","Credit","Duration",NULL
"OD","                    Additions during the period",5300871,"AD",5300869,"Operational","Credit","Duration",NULL
"OD","                    Addition on acquisition of business",5300872,"AD",5300869,"Operational","Credit","Duration",NULL
"OD","                    Disposal during the period",5300873,"AD",5300869,"Operational","Credit","Duration",NULL
"OD","                    Adjustments",5300874,"AD",5300869,"Operational","Credit","Duration",NULL
"OD","                    Revaluation",5300875,"AD",5300869,"Operational","Credit","Duration",NULL
"OD","                    Transfers",5300876,"AD",5300869,"Operational","Credit","Duration",NULL
"OD","                    Forex Impact",5300877,"AD",5300869,"Operational","Credit","Duration",NULL
"OD","                    Impairment",5300878,"AD",5300869,"Operational","Credit","Duration",NULL
"OD","                    Movement Diff",5300879,"AD",5300869,"Operational","Credit","Duration",NULL
"OD","            Office Equipments",5300880,"PPE",5300764,"Operational","Debit","Instant",NULL
"OD","                GB",5300881,"Office Equipments",5300880,"Operational","Debit","Instant",NULL
"OD","                    Opening Balance",5300882,"GB",5300881,"Operational","Debit","Duration",NULL
"OD","                    Additions during the period",5300883,"GB",5300881,"Operational","Debit","Duration",NULL
"OD","                    Addition on acquisition of business",5300884,"GB",5300881,"Operational","Debit","Duration",NULL
"OD","                    Disposal during the period",5300885,"GB",5300881,"Operational","Debit","Duration",NULL
"OD","                    Adjustments",5300886,"GB",5300881,"Operational","Debit","Duration",NULL
"OD","                    Revaluation",5300887,"GB",5300881,"Operational","Debit","Duration",NULL
"OD","                    Transfers",5300888,"GB",5300881,"Operational","Debit","Duration",NULL
"OD","                    Forex Impact",5300889,"GB",5300881,"Operational","Debit","Duration",NULL
"OD","                    Impairment",5300890,"GB",5300881,"Operational","Debit","Duration",NULL
"OD","                    Movement Diff",5300891,"GB",5300881,"Operational","Debit","Duration",NULL
"OD","                AD",5300892,"Office Equipments",5300880,"Operational","Credit","Instant",NULL
"OD","                    Opening Balance",5300893,"AD",5300892,"Operational","Credit","Duration",NULL
"OD","                    Additions during the period",5300894,"AD",5300892,"Operational","Credit","Duration",NULL
"OD","                    Addition on acquisition of business",5300895,"AD",5300892,"Operational","Credit","Duration",NULL
"OD","                    Disposal during the period",5300896,"AD",5300892,"Operational","Credit","Duration",NULL
"OD","                    Adjustments",5300897,"AD",5300892,"Operational","Credit","Duration",NULL
"OD","                    Revaluation",5300898,"AD",5300892,"Operational","Credit","Duration",NULL
"OD","                    Transfers",5300899,"AD",5300892,"Operational","Credit","Duration",NULL
"OD","                    Forex Impact",5300900,"AD",5300892,"Operational","Credit","Duration",NULL
"OD","                    Impairment",5300901,"AD",5300892,"Operational","Credit","Duration",NULL
"OD","                    Movement Diff",5300902,"AD",5300892,"Operational","Credit","Duration",NULL
"OD","            Furniture And Fixtures",5300903,"PPE",5300764,"Operational","Debit","Instant",NULL
"OD","                GB",5300904,"Furniture And Fixtures",5300903,"Operational","Debit","Instant",NULL
"OD","                    Opening Balance",5300905,"GB",5300904,"Operational","Debit","Duration",NULL
"OD","                    Additions during the period",5300906,"GB",5300904,"Operational","Debit","Duration",NULL
"OD","                    Addition on acquisition of business",5300907,"GB",5300904,"Operational","Debit","Duration",NULL
"OD","                    Disposal during the period",5300908,"GB",5300904,"Operational","Debit","Duration",NULL
"OD","                    Adjustments",5300909,"GB",5300904,"Operational","Debit","Duration",NULL
"OD","                    Revaluation",5300910,"GB",5300904,"Operational","Debit","Duration",NULL
"OD","                    Transfers",5300911,"GB",5300904,"Operational","Debit","Duration",NULL
"OD","                    Forex Impact",5300912,"GB",5300904,"Operational","Debit","Duration",NULL
"OD","                    Impairment",5300913,"GB",5300904,"Operational","Debit","Duration",NULL
"OD","                    Movement Diff",5300914,"GB",5300904,"Operational","Debit","Duration",NULL
"OD","                AD",5300915,"Furniture And Fixtures",5300903,"Operational","Credit","Instant",NULL
"OD","                    Opening Balance",5300916,"AD",5300915,"Operational","Credit","Duration",NULL
"OD","                    Additions during the period",5300917,"AD",5300915,"Operational","Credit","Duration",NULL
"OD","                    Addition on acquisition of business",5300918,"AD",5300915,"Operational","Credit","Duration",NULL
"OD","                    Disposal during the period",5300919,"AD",5300915,"Operational","Credit","Duration",NULL
"OD","                    Adjustments",5300920,"AD",5300915,"Operational","Credit","Duration",NULL
"OD","                    Revaluation",5300921,"AD",5300915,"Operational","Credit","Duration",NULL
"OD","                    Transfers",5300922,"AD",5300915,"Operational","Credit","Duration",NULL
"OD","                    Forex Impact",5300923,"AD",5300915,"Operational","Credit","Duration",NULL
"OD","                    Impairment",5300924,"AD",5300915,"Operational","Credit","Duration",NULL
"OD","                    Movement Diff",5300925,"AD",5300915,"Operational","Credit","Duration",NULL
"OD","            Vehicles",5300926,"PPE",5300764,"Operational","Debit","Instant",NULL
"OD","                GB",5300927,"Vehicles",5300926,"Operational","Debit","Instant",NULL
"OD","                    Opening Balance",5300928,"GB",5300927,"Operational","Debit","Duration",NULL
"OD","                    Additions during the period",5300929,"GB",5300927,"Operational","Debit","Duration",NULL
"OD","                    Addition on acquisition of business",5300930,"GB",5300927,"Operational","Debit","Duration",NULL
"OD","                    Disposal during the period",5300931,"GB",5300927,"Operational","Debit","Duration",NULL
"OD","                    Adjustments",5300932,"GB",5300927,"Operational","Debit","Duration",NULL
"OD","                    Revaluation",5300933,"GB",5300927,"Operational","Debit","Duration",NULL
"OD","                    Transfers",5300934,"GB",5300927,"Operational","Debit","Duration",NULL
"OD","                    Forex Impact",5300935,"GB",5300927,"Operational","Debit","Duration",NULL
"OD","                    Impairment",5300936,"GB",5300927,"Operational","Debit","Duration",NULL
"OD","                    Movement Diff",5300937,"GB",5300927,"Operational","Debit","Duration",NULL
"OD","                AD",5300938,"Vehicles",5300926,"Operational","Debit","Instant",NULL
"OD","                    Opening Balance",5300939,"AD",5300938,"Operational","Credit","Duration",NULL
"OD","                    Additions during the period",5300940,"AD",5300938,"Operational","Credit","Duration",NULL
"OD","                    Addition on acquisition of business",5300941,"AD",5300938,"Operational","Credit","Duration",NULL
"OD","                    Disposal during the period",5300942,"AD",5300938,"Operational","Credit","Duration",NULL
"OD","                    Adjustments",5300943,"AD",5300938,"Operational","Credit","Duration",NULL
"OD","                    Revaluation",5300944,"AD",5300938,"Operational","Credit","Duration",NULL
"OD","                    Transfers",5300945,"AD",5300938,"Operational","Credit","Duration",NULL
"OD","                    Forex Impact",5300946,"AD",5300938,"Operational","Credit","Duration",NULL
"OD","                    Impairment",5300947,"AD",5300938,"Operational","Credit","Duration",NULL
"OD","                    Movement Diff",5300948,"AD",5300938,"Operational","Credit","Duration",NULL
"OD","            Buildings-Office",5300949,"PPE",5300764,"Operational","Debit","Instant",NULL
"OD","                GB",5300950,"Buildings-Office",5300949,"Operational","Debit","Instant",NULL
"OD","                    Opening Balance",5300951,"GB",5300950,"Operational","Debit","Duration",NULL
"OD","                    Additions during the period",5300952,"GB",5300950,"Operational","Debit","Duration",NULL
"OD","                    Addition on acquisition of business",5300953,"GB",5300950,"Operational","Debit","Duration",NULL
"OD","                    Disposal during the period",5300954,"GB",5300950,"Operational","Debit","Duration",NULL
"OD","                    Adjustments",5300955,"GB",5300950,"Operational","Debit","Duration",NULL
"OD","                    Revaluation",5300956,"GB",5300950,"Operational","Debit","Duration",NULL
"OD","                    Transfers",5300957,"GB",5300950,"Operational","Debit","Duration",NULL
"OD","                    Forex Impact",5300958,"GB",5300950,"Operational","Debit","Duration",NULL
"OD","                    Impairment",5300959,"GB",5300950,"Operational","Debit","Duration",NULL
"OD","                    Movement Diff",5300960,"GB",5300950,"Operational","Debit","Duration",NULL
"OD","                AA",5300961,"Buildings-Office",5300949,"Operational","Credit","Instant",NULL
"OD","                    Opening Balance",5300962,"AA",5300961,"Operational","Credit","Duration",NULL
"OD","                    Additions during the period",5300963,"AA",5300961,"Operational","Credit","Duration",NULL
"OD","                    Addition on acquisition of business",5300964,"AA",5300961,"Operational","Credit","Duration",NULL
"OD","                    Disposal during the period",5300965,"AA",5300961,"Operational","Credit","Duration",NULL
"OD","                    Adjustments",5300966,"AA",5300961,"Operational","Credit","Duration",NULL
"OD","                    Revaluation",5300967,"AA",5300961,"Operational","Credit","Duration",NULL
"OD","                    Transfers",5300968,"AA",5300961,"Operational","Credit","Duration",NULL
"OD","                    Forex Impact",5300969,"AA",5300961,"Operational","Credit","Duration",NULL
"OD","                    Impairment",5300970,"AA",5300961,"Operational","Credit","Duration",NULL
"OD","                    Movement Diff",5300971,"AA",5300961,"Operational","Credit","Duration",NULL
"OD","            Buildings-Factory",5300996,"PPE",5300764,"Operational","Debit","Instant",NULL
"OD","                GB",5300997,"Buildings-Factory",5300996,"Operational","Debit","Instant",NULL
"OD","                    Opening Balance",5300998,"GB",5300997,"Operational","Debit","Duration",NULL
"OD","                    Additions during the period",5300999,"GB",5300997,"Operational","Debit","Duration",NULL
"OD","                    Addition on acquisition of business",5301000,"GB",5300997,"Operational","Debit","Duration",NULL
"OD","                    Disposal during the period",5301001,"GB",5300997,"Operational","Debit","Duration",NULL
"OD","                    Adjustments",5301002,"GB",5300997,"Operational","Debit","Duration",NULL
"OD","                    Revaluation",5301003,"GB",5300997,"Operational","Debit","Duration",NULL
"OD","                    Transfers",5301004,"GB",5300997,"Operational","Debit","Duration",NULL
"OD","                    Forex Impact",5301005,"GB",5300997,"Operational","Debit","Duration",NULL
"OD","                    Impairment",5301006,"GB",5300997,"Operational","Debit","Duration",NULL
"OD","                    Movement Diff",5301007,"GB",5300997,"Operational","Debit","Duration",NULL
"OD","                AD",5301008,"Buildings-Factory",5300996,"Operational","Credit","Instant",NULL
"OD","                    Opening Balance",5301009,"AD",5301008,"Operational","Credit","Duration",NULL
"OD","                    Additions during the period",5301010,"AD",5301008,"Operational","Credit","Duration",NULL
"OD","                    Addition on acquisition of business",5301011,"AD",5301008,"Operational","Credit","Duration",NULL
"OD","                    Disposal during the period",5301012,"AD",5301008,"Operational","Credit","Duration",NULL
"OD","                    Adjustments",5301013,"AD",5301008,"Operational","Credit","Duration",NULL
"OD","                    Revaluation",5301014,"AD",5301008,"Operational","Credit","Duration",NULL
"OD","                    Transfers",5301015,"AD",5301008,"Operational","Credit","Duration",NULL
"OD","                    Forex Impact",5301016,"AD",5301008,"Operational","Credit","Duration",NULL
"OD","                    Impairment",5301017,"AD",5301008,"Operational","Credit","Duration",NULL
"OD","                    Movement Diff",5301018,"AD",5301008,"Operational","Credit","Duration",NULL
"OD","            Laboratory & Testing Equipments",5301043,"PPE",5300764,"Operational","Debit","Instant",NULL
"OD","                GB",5301044,"Laboratory & Testing Equipments",5301043,"Operational","Debit","Instant",NULL
"OD","                    Opening Balance",5301045,"GB",5301044,"Operational","Debit","Duration",NULL
"OD","                    Additions during the period",5301046,"GB",5301044,"Operational","Debit","Duration",NULL
"OD","                    Addition on acquisition of business",5301047,"GB",5301044,"Operational","Debit","Duration",NULL
"OD","                    Disposal during the period",5301048,"GB",5301044,"Operational","Debit","Duration",NULL
"OD","                    Adjustments",5301049,"GB",5301044,"Operational","Debit","Duration",NULL
"OD","                    Revaluation",5301050,"GB",5301044,"Operational","Debit","Duration",NULL
"OD","                    Transfers",5301051,"GB",5301044,"Operational","Debit","Duration",NULL
"OD","                    Forex Impact",5301052,"GB",5301044,"Operational","Debit","Duration",NULL
"OD","                    Impairment",5301053,"GB",5301044,"Operational","Debit","Duration",NULL
"OD","                    Movement Diff",5301054,"GB",5301044,"Operational","Debit","Duration",NULL
"OD","                AD",5301055,"Laboratory & Testing Equipments",5301043,"Operational","Credit","Instant",NULL
"OD","                    Opening Balance",5301056,"AD",5301055,"Operational","Credit","Duration",NULL
"OD","                    Additions during the period",5301057,"AD",5301055,"Operational","Credit","Duration",NULL
"OD","                    Addition on acquisition of business",5301058,"AD",5301055,"Operational","Credit","Duration",NULL
"OD","                    Disposal during the period",5301059,"AD",5301055,"Operational","Credit","Duration",NULL
"OD","                    Adjustments",5301060,"AD",5301055,"Operational","Credit","Duration",NULL
"OD","                    Revaluation",5301061,"AD",5301055,"Operational","Credit","Duration",NULL
"OD","                    Transfers",5301062,"AD",5301055,"Operational","Credit","Duration",NULL
"OD","                    Forex Impact",5301063,"AD",5301055,"Operational","Credit","Duration",NULL
"OD","                    Impairment",5301064,"AD",5301055,"Operational","Credit","Duration",NULL
"OD","                    Movement Diff",5301065,"AD",5301055,"Operational","Credit","Duration",NULL
"OD","            FRV Acqusition",5301089,"PPE",5300764,"Operational","Debit","Instant",NULL
"OD","                GB",5301090,"FRV Acqusition",5301089,"Operational","Debit","Instant",NULL
"OD","                    Opening Balance",5301091,"GB",5301090,"Operational","Debit","Duration",NULL
"OD","                    Additions during the period",5301092,"GB",5301090,"Operational","Debit","Duration",NULL
"OD","                    Addition on acquisition of business",5301093,"GB",5301090,"Operational","Debit","Duration",NULL
"OD","                    Disposal during the period",5301094,"GB",5301090,"Operational","Debit","Duration",NULL
"OD","                    Adjustments",5301095,"GB",5301090,"Operational","Debit","Duration",NULL
"OD","                    Revaluation",5301096,"GB",5301090,"Operational","Debit","Duration",NULL
"OD","                    Transfers",5301097,"GB",5301090,"Operational","Debit","Duration",NULL
"OD","                    Forex Impact",5301098,"GB",5301090,"Operational","Debit","Duration",NULL
"OD","                    Impairment",5301099,"GB",5301090,"Operational","Debit","Duration",NULL
"OD","                    Movement Diff",5301100,"GB",5301090,"Operational","Debit","Duration",NULL
"OD","                AD",5301101,"FRV Acqusition",5301089,"Operational","Credit","Instant",NULL
"OD","                    Opening Balance",5301102,"AD",5301101,"Operational","Credit","Duration",NULL
"OD","                    Additions during the period",5301103,"AD",5301101,"Operational","Credit","Duration",NULL
"OD","                    Addition on acquisition of business",5301104,"AD",5301101,"Operational","Credit","Duration",NULL
"OD","                    Disposal during the period",5301105,"AD",5301101,"Operational","Credit","Duration",NULL
"OD","                    Adjustments",5301106,"AD",5301101,"Operational","Credit","Duration",NULL
"OD","                    Revaluation",5301107,"AD",5301101,"Operational","Credit","Duration",NULL
"OD","                    Transfers",5301108,"AD",5301101,"Operational","Credit","Duration",NULL
"OD","                    Forex Impact",5301109,"AD",5301101,"Operational","Credit","Duration",NULL
"OD","                    Impairment",5301110,"AD",5301101,"Operational","Credit","Duration",NULL
"OD","                    Movement Diff",5301111,"AD",5301101,"Operational","Credit","Duration",NULL
"OD","            FRV  Accumulated Solar",5301112,"PPE",5300764,"Operational","Debit","Instant",NULL
"OD","                GB",5301113,"FRV  Accumulated Solar",5301112,"Operational","Debit","Instant",NULL
"OD","                    Opening Balance",5301114,"GB",5301113,"Operational","Debit","Duration",NULL
"OD","                    Additions during the period",5301115,"GB",5301113,"Operational","Debit","Duration",NULL
"OD","                    Addition on acquisition of business",5301116,"GB",5301113,"Operational","Debit","Duration",NULL
"OD","                    Disposal during the period",5301117,"GB",5301113,"Operational","Debit","Duration",NULL
"OD","                    Adjustments",5301118,"GB",5301113,"Operational","Debit","Duration",NULL
"OD","                    Revaluation",5301119,"GB",5301113,"Operational","Debit","Duration",NULL
"OD","                    Transfers",5301120,"GB",5301113,"Operational","Debit","Duration",NULL
"OD","                    Forex Impact",5301121,"GB",5301113,"Operational","Debit","Duration",NULL
"OD","                    Impairment",5301122,"GB",5301113,"Operational","Debit","Duration",NULL
"OD","                    Movement Diff",5301123,"GB",5301113,"Operational","Debit","Duration",NULL
"OD","                AD",5301124,"FRV  Accumulated Solar",5301112,"Operational","Credit","Instant",NULL
"OD","                    Opening Balance",5301125,"AD",5301124,"Operational","Credit","Duration",NULL
"OD","                    Additions during the period",5301126,"AD",5301124,"Operational","Credit","Duration",NULL
"OD","                    Addition on acquisition of business",5301127,"AD",5301124,"Operational","Credit","Duration",NULL
"OD","                    Disposal during the period",5301128,"AD",5301124,"Operational","Credit","Duration",NULL
"OD","                    Adjustments",5301129,"AD",5301124,"Operational","Credit","Duration",NULL
"OD","                    Revaluation",5301130,"AD",5301124,"Operational","Credit","Duration",NULL
"OD","                    Transfers",5301131,"AD",5301124,"Operational","Credit","Duration",NULL
"OD","                    Forex Impact",5301132,"AD",5301124,"Operational","Credit","Duration",NULL
"OD","                    Impairment",5301133,"AD",5301124,"Operational","Credit","Duration",NULL
"OD","                    Movement Diff",5301134,"AD",5301124,"Operational","Credit","Duration",NULL
"OD","            Buildings-Residential",5301135,"PPE",5300764,"Operational","Debit","Instant",NULL
"OD","                GB",5301136,"Buildings-Residential",5301135,"Operational","Debit","Instant",NULL
"OD","                    Opening Balance",5301137,"GB",5301136,"Operational","Debit","Duration",NULL
"OD","                    Additions during the period",5301138,"GB",5301136,"Operational","Debit","Duration",NULL
"OD","                    Addition on acquisition of business",5301139,"GB",5301136,"Operational","Debit","Duration",NULL
"OD","                    Disposal during the period",5301140,"GB",5301136,"Operational","Debit","Duration",NULL
"OD","                    Adjustments",5301141,"GB",5301136,"Operational","Debit","Duration",NULL
"OD","                    Revaluation",5301142,"GB",5301136,"Operational","Debit","Duration",NULL
"OD","                    Transfers",5301143,"GB",5301136,"Operational","Debit","Duration",NULL
"OD","                    Forex Impact",5301144,"GB",5301136,"Operational","Debit","Duration",NULL
"OD","                    Impairment",5301145,"GB",5301136,"Operational","Debit","Duration",NULL
"OD","                    Movement Diff",5301146,"GB",5301136,"Operational","Debit","Duration",NULL
"OD","                AD",5301147,"Buildings-Residential",5301135,"Operational","Credit","Instant",NULL
"OD","                    Opening Balance",5301148,"AD",5301147,"Operational","Credit","Duration",NULL
"OD","                    Additions during the period",5301149,"AD",5301147,"Operational","Credit","Duration",NULL
"OD","                    Addition on acquisition of business",5301150,"AD",5301147,"Operational","Credit","Duration",NULL
"OD","                    Disposal during the period",5301151,"AD",5301147,"Operational","Credit","Duration",NULL
"OD","                    Adjustments",5301152,"AD",5301147,"Operational","Credit","Duration",NULL
"OD","                    Revaluation",5301153,"AD",5301147,"Operational","Credit","Duration",NULL
"OD","                    Transfers",5301154,"AD",5301147,"Operational","Credit","Duration",NULL
"OD","                    Forex Impact",5301155,"AD",5301147,"Operational","Credit","Duration",NULL
"OD","                    Impairment",5301156,"AD",5301147,"Operational","Credit","Duration",NULL
"OD","                    Movement Diff",5301157,"AD",5301147,"Operational","Credit","Duration",NULL
"OD","            Right-to-use common infrastructure facilities",5301330,"PPE",5300764,"Operational","Debit","Instant",NULL
"OD","                GB",5301331,"Right-to-use common infrastructure facilities",5301330,"Operational","Debit","Instant",NULL
"OD","                    Opening Balance",5301332,"GB",5301331,"Operational","Debit","Duration",NULL
"OD","                    Additions during the period",5301333,"GB",5301331,"Operational","Debit","Duration",NULL
"OD","                    Addition on acquisition of business",5301334,"GB",5301331,"Operational","Debit","Duration",NULL
"OD","                    Disposal during the period",5301335,"GB",5301331,"Operational","Debit","Duration",NULL
"OD","                    Adjustments",5301336,"GB",5301331,"Operational","Debit","Duration",NULL
"OD","                    Revaluation",5301337,"GB",5301331,"Operational","Debit","Duration",NULL
"OD","                    Transfers",5301338,"GB",5301331,"Operational","Debit","Duration",NULL
"OD","                    Forex Impact",5301339,"GB",5301331,"Operational","Debit","Duration",NULL
"OD","                    Impairment",5301340,"GB",5301331,"Operational","Debit","Duration",NULL
